str,en_US,en_HK,en_SG,en_TH,zh_HK,zh_SG,th_TH,id_HK,id_SG
introDescOne,"Locate a convenient service kiosk near you using the app. Deposit your coins, scan and go! The credited amount shall be reflected in-app instantly!",,,,散銀儲埋儲埋唔好洗？仲唔快啲用App搵地點幫你KO散銀！,散银储埋储埋唔好洗？仲唔快啲用App搵地点帮你KO散银！,ค้นหาจุดบริการที่สะดวกใกล้บ้านคุณโดยใช้แอป จากนั้นทำการฝากเหรียญ สแกนแล้วเริ่มใช้งานได้เลย! จำนวนเครดิตจะแสดงให้เห็นในแอปทันที!,"Temukan kios layanan yang nyaman di dekat Anda menggunakan aplikasi. Setor koin Anda, pindai, dan berangkat! Jumlah yang dikreditkan akan langsung terlihat di aplikasi!",
introDescThree,"Now you can derive more value from your unused change. Secure, convenient, and easy to use!",,,,另散銀更實用，更高價值。 安全、方便、程式簡單易用！,另散银更实用，更高价值。安全、方便、程式简单易用！,ตอนนี้คุณสามารถได้รับคุณค่ามากขึ้นจากการเปลี่ยนแปลงที่ไม่ได้ใช้ ปลอดภัย สะดวก และใช้งานง่าย!,"Sekarang Anda dapat memperoleh nilai lebih dari uang receh yang tidak Anda gunakan. Aman, nyaman, dan mudah digunakan!",
introDescTwo,Turn your unused change into electronic gift cards/coupons instantly using reward points! 10 Dragon Reward points = HK$1. Plain and Simple!,,,,電子現金禮劵可以即時用積分兌換，10 Dragon Reward 積分 = HK$1。提供更多商戶任你揀，絕無隱藏費用！,电子现金礼劵可以即时用积分兑换，10 Dragon Reward 积分 = HK$1。提供更多商户任你拣，绝无隐藏费用！,,Ubah kembalian Anda yang tidak terpakai menjadi kartu hadiah/kupon elektronik secara instan menggunakan poin hadiah! 10 poin Hadiah Naga = HK$1. Polos dan Sederhana!,
introone,Deposit loose change in over 100+ kiosk locations!,,,,100+服務站遍佈18區，快捷又方便！,100+服务站遍布18区，快捷又方便！,ฝากเงินได้ที่ตู้ฝากเหรียญของเรา ณ จุดให้บริการมากกว่า 100 แห่ง!,Setor recehan di lebih dari 100+ lokasi kios!,
introThree,Managing loose change securely and conveniently has never been easier!,,,,應用App處理程式，善用散銀再無難度！,应用App处理程式，善用散银再无难度！,สามารถจัดการเหรียญเหลือใช้ได้อย่างปลอดภัยและสะดวกง่ายดายที่สุด,Mengelola recehan dengan aman dan nyaman tidak pernah semudah ini!,
introTwo,Easily turn your loose change into E-Vouchers instantly!,,,,用散銀兌換電子現金禮劵 - 快捷又方便!,用散银兑换电子现金礼劵 - 快捷又方便!,เปลี่ยนเหรียญเหลือใช้ของคุณเป็น E-Vouchers ได้ง่ายๆ ทันที!,Ubah uang receh Anda dengan mudah menjadi E-Voucher secara instan!,
invalid_otp,Invalid OTP. Please try again.,,,,無效一次性密碼。 請再試一遍。,无效一次性密码。请再试一遍。,รหัส OTP ไม่ถูกต้อง กรุณาลองอีกครั้ง.,OTP tidak valid. Silakan coba lagi.,
invalid_otp_web,Invalid OTP,,,,無效一次性密碼,无效一次性密码,รหัส OTP ไม่ถูกต้อง,OTP tidak valid,
kioskMapTitle,Kiosk Map,,,,查詢服務站地點,查询服务站地点,ตำแหน่่งตู้ฝากเหรียญ,Peta Kios,
kowloon,Kowloon,,,,九龍,九龙,เกาลูน,Kowloon,
label_2_working_days,2 Working Days,,,,兩個工作天內,两个工作天内,2 วันทำการ,2 Hari Kerja,
label_3_working_days,3 Working Days,,,,三個工作天內,三个工作天内,3 วันทำการ,3 Hari Kerja,
label_about_us,About Coin Dragon,,,,關於幣龍,关于币龙,เกี่ยวกับ Coin Dragon,Tentang Koin Naga,
label_about_us_1,Say goodbye to heavy\nand unused change.,,,,KO散銀\n絕對無難度。,KO散银\n绝对无难度。,บอกลาเหรียญเหลือใช้\nที่หนักและไม่ได้นำมาใช้,Ucapkan selamat tinggal pada uang receh\ndan yang tidak terpakai.,
label_about_us_1_mobile,Say goodbye to heavy and unused\nchange.,,,,KO散銀絕對無難度。,KO散银绝对无难度。,บอกลาเหรียญเหลือใช้ที่หนักและไม่ได้นำมาใช้,Ucapkan selamat tinggal pada uang kembalian yang berat dan tidak terpakai\n.,
label_about_us_2,Manage your e-Voucher\nor e-Gift card easily.,,,,輕鬆管理您的電子優惠券\n或電子禮品卡。,轻松管理您的电子优惠券\n或电子礼品卡。,จัดการ e-Voucher หรือ e-Gift card ของคุณได้อย่างง่ายดาย,Kelola e-Voucher\atau kartu e-Gift Anda dengan mudah.,
label_about_us_2_mobile,Manage your e-Voucher or e-Gift card\neasily.,,,,輕鬆管理您的電子代金券或電子禮品卡。,轻松管理您的电子代金券或电子礼品卡。,จัดการ e-Voucher หรือ e-Gift card ของคุณอย่างง่ายดาย,Kelola e-Voucher atau kartu e-Gift Anda\dengan mudah.,
label_about_us_desc_1,Our kiosk services are located in public areas and shopping malls. Instantly exchange your coins and notes into various electronic money / vouchers / charitable donations.,,,,我們的神沙機位於公共區域和購物中心。 立即將您的硬幣和紙幣兌換成各種電子貨幣/代金券/慈善捐款。,我们的服務站服务位于公共区域和购物中心。立即将您的硬币和纸币兑换成各种电子货币/代金券/慈善捐款。,บริการตู้ฝากเหรียญของเราตั้งอยู่ในพื้นที่สาธารณะและตามห้างสรรพสินค้า โดยสามารถแลกเปลี่ยนเหรียญและธนบัตรของคุณผ่านช่องทางอิเล็กทรอนิกส์ / บัตรกำนัล / การบริจาคเพื่อการกุศลต่างๆ ได้ทันที,Layanan kios kami berlokasi di area umum dan pusat perbelanjaan. Tukarkan koin dan uang kertas Anda secara instan menjadi berbagai uang elektronik/voucher/sumbangan amal.,
label_about_us_desc_2,Getting more value from your loose change has never been easier!,,,,方便處理散銀，絕對無難度！,方便处理散银，绝对无难度！,ใช้งานเหรียญเหลือใช้ของคุณได้ง่ายกว่าที่เคย!,Mendapatkan nilai lebih dari uang receh Anda tidak pernah semudah ini!,
label_about_us_detail_1,"Many central banks and retail banks across Asia Pacific, including Hong Kong’s HKMA, Singapore's MAS, and Bank of Thailand are seeking for ways to recirculate coins that have fallen out of circulation that are very costly to reproduce and redistribute. Coin Dragon addresses this problem by using automation. Our self service kiosks which are located across these regions can very conveniently and accurately count and convert coins in-bulk (and small cash notes) into digital value. Outputs can range from top-up cards, E-Wallets, bank account deposits, and even for non-profit donations.",,,,亞太地區的許多中央銀行和零售銀行，包括香港金管局、新加坡金管局和泰國銀行，都在尋找方法來重新流通已經退出流通的硬幣，而這些硬幣的複製和重新分配成本非常高。 Coin Dragon 透過使用自動化解決了這個問題。 我們遍佈這些地區的自助服務亭可以非常方便、準確地計數並將大量硬幣（和小額現金紙幣）轉換為數位價值。 產出範圍包括儲值卡、電子錢包、銀行帳戶存款，甚至非營利捐款。,亚太地区的许多中央银行和零售银行，包括香港金管局、新加坡金管局和泰国银行，都在寻找方法来重新流通已经退出流通的硬币，而这些硬币的复制和重新分配成本非常高。 Coin Dragon 通过使用自动化解决了这个问题。 我们遍布这些地区的自助服务亭可以非常方便、准确地计数并将大量硬币（和小额现金纸币）转换为数字价值。 产出范围包括充值卡、电子钱包、银行账户存款，甚至非营利捐款。,การเนำหรียญเหลือใช้ในระบบเศรษฐกิจกลับมาใช้ใหม่อีกครั้ง เป็นสิ่งที่ผู้ให้บริการทางการเงิน รวมถึงธนาคารต่างๆทั่วทั้งทวีปเอเชีย ต่างมองหาวิธีในการจัดการอย่างมีประสิทธิภาพ ซึ่งรูปแบบบริการได้รับแรงบันดาลใจจาก Coinstar Inc. ในสหรัฐอเมริการ โดย Coin Dragon ได้สร้างนวัตกรรมเครื่องฝากเหรียญอัตโนมัติ ที่สามารถนับเหรียญเป็นจำนวนมากได้อย่างถูกต้องแม่นยำ และทำการฝากยอดเหล่านั้นไปยังผู้ให้บริการต่างๆทันที ทั้งการเติมบัตร ฝากธนาคาร กระเป๋า e-Wallet และอื่นๆ,"Banyak bank sentral dan bank ritel di Asia Pasifik, termasuk HKMA di Hong Kong, MAS di Singapura, dan Bank of Thailand sedang mencari cara untuk mengedarkan kembali koin-koin yang sudah tidak lagi beredar sehingga sangat mahal untuk direproduksi dan didistribusikan kembali. Coin Dragon mengatasi masalah ini dengan menggunakan otomatisasi. Kios layanan mandiri kami yang berlokasi di seluruh wilayah ini dapat dengan mudah dan akurat menghitung dan mengkonversi koin dalam jumlah besar (dan uang kertas kecil) menjadi nilai digital. Outputnya dapat berkisar dari kartu isi ulang, dompet elektronik, setoran rekening bank, dan bahkan sumbangan nirlaba.",
